FEMALE,18061970,NONE
MALE,15101964,NONE
FEMALE,19031991,NONE
FEMALE,17091974,NONE
FEMALE,18071998,HIGH_SCHOOL
FEMALE,27051999,ELEMENTARY
MALE,24031974,NONE
FEMALE,26071982,NONE
MALE,04061994,ELEMENTARY
FEMALE,22122004,NONE
FEMALE,09051943,NONE
MALE,01061982,NONE
MALE,30011986,NONE
MALE,02111973,NONE
FEMALE,22101973,NONE
FEMALE,24041996,NONE
FEMALE,06032001,ELEMENTARY
FEMALE,30092006,NONE
MALE,05021986,NONE
FEMALE,23121989,NONE
MALE,12122004,NONE
FEMALE,18082012,NONE
MALE,26111971,NONE
FEMALE,09041975,NONE
MALE,29121999,HIGH_SCHOOL
MALE,22011954,NONE
FEMALE,13091964,NONE
MALE,26031984,NONE
FEMALE,03091968,NONE
FEMALE,02012001,ELEMENTARY
FEMALE,01011930,NONE
FEMALE,12071965,NONE
MALE,25021956,NONE
FEMALE,24051959,NONE
FEMALE,20111986,NONE
FEMALE,03051999,ELEMENTARY
MALE,30082010,NONE
FEMALE,04051972,NONE
FEMALE,20111997,GED_ELEMENTARY
MALE,19111974,NONE
FEMALE,19061978,NONE
FEMALE,29111995,NONE
FEMALE,23112007,NONE
FEMALE,03051982,NONE
MALE,20091977,NONE
FEMALE,25101977,NONE
FEMALE,23102000,GED_ELEMENTARY
FEMALE,26091937,NONE
MALE,29071967,NONE
FEMALE,24011938,NONE
MALE,10091972,NONE
FEMALE,21031971,NONE
FEMALE,99991994,NONE
MALE,99991995,NONE
FEMALE,99991997,GED_SECONDARY
MALE,16031973,NONE
FEMALE,19071966,NONE
MALE,31071993,NONE
MALE,26062001,ELEMENTARY
FEMALE,21062009,NONE
MALE,22071959,NONE
FEMALE,13121958,NONE
FEMALE,21061955,NONE
MALE,03081955,NONE
FEMALE,28121940,NONE
FEMALE,14061973,NONE
MALE,11121988,NONE
FEMALE,12081999,GED_ELEMENTARY
FEMALE,09122003,NONE
FEMALE,21021965,NONE
FEMALE,01102008,NONE
MALE,28081988,BACHELOR
FEMALE,24021988,NONE
FEMALE,14102010,NONE
FEMALE,16052012,NONE
FEMALE,17031973,NONE
MALE,03041976,NONE
MALE,08062004,NONE
FEMALE,05032005,NONE
FEMALE,12011975,NONE
MALE,14061976,NONE
MALE,07051996,HIGH_SCHOOL
FEMALE,14092000,ELEMENTARY
FEMALE,28092002,ELEMENTARY
FEMALE,22122003,NONE
MALE,27102011,NONE
MALE,14061958,NONE
MALE,04061981,NONE
FEMALE,28101982,NONE
MALE,15072005,NONE
MALE,06032007,NONE
FEMALE,16121976,NONE
MALE,02031975,NONE
MALE,09082002,ELEMENTARY
MALE,02071937,NONE
FEMALE,28021943,NONE
FEMALE,09091945,NONE
MALE,07121950,NONE
MALE,26121978,NONE
FEMALE,02081984,NONE
FEMALE,02012010,NONE
FEMALE,08051932,NONE
MALE,10051924,NONE
FEMALE,15121960,NONE
MALE,03041962,NONE
FEMALE,23071963,NONE
FEMALE,25092005,NONE
FEMALE,20031969,NONE
MALE,30041956,NONE
MALE,18031993,NONE
MALE,21031971,NONE
FEMALE,25081971,NONE
FEMALE,05052002,ELEMENTARY
MALE,31081973,NONE
FEMALE,29031969,NONE
MALE,11101995,NONE
FEMALE,30102001,ELEMENTARY
FEMALE,25021970,NONE
MALE,26111960,NONE
FEMALE,29051985,BACHELOR
FEMALE,08121962,NONE
MALE,10011954,NONE
MALE,99991951,NONE
FEMALE,04081924,NONE
FEMALE,99991976,NONE
MALE,99991997,ELEMENTARY
FEMALE,99991998,ELEMENTARY
MALE,99992000,ELEMENTARY
MALE,99992001,ELEMENTARY
MALE,99991984,NONE
FEMALE,99991983,NONE
FEMALE,99992004,NONE
FEMALE,28091962,NONE
MALE,18101958,NONE
MALE,22111966,NONE
FEMALE,26051971,NONE
MALE,05081999,ELEMENTARY
MALE,25052004,NONE
FEMALE,07031994,NONE
FEMALE,19081969,NONE
MALE,17081955,NONE
FEMALE,20062004,NONE
FEMALE,07031990,NONE
MALE,07081984,NONE
MALE,23081966,NONE
FEMALE,22051974,NONE
FEMALE,15051993,NONE
MALE,06031998,HIGH_SCHOOL
MALE,29082012,NONE
MALE,25031960,NONE
FEMALE,28071966,NONE
MALE,08091985,NONE
FEMALE,10011990,BACHELOR
MALE,12021960,NONE
FEMALE,29121974,NONE
MALE,18012007,NONE
MALE,13011948,NONE
MALE,27061984,NONE
FEMALE,19111986,NONE
MALE,10011943,NONE
FEMALE,18011954,NONE
MALE,29071976,NONE
FEMALE,18081974,NONE
MALE,29111967,NONE
FEMALE,21111970,NONE
FEMALE,21101995,PREPARATORY
FEMALE,21101995,PREPARATORY
MALE,20091973,NONE
FEMALE,16071976,NONE
FEMALE,12121956,NONE
FEMALE,19031986,NONE
MALE,21041962,NONE
FEMALE,01091976,NONE
MALE,04101994,PREPARATORY
MALE,03021996,PREPARATORY
MALE,23042003,ELEMENTARY
FEMALE,17021980,NONE
MALE,16052002,ELEMENTARY
MALE,04051971,NONE
FEMALE,07111974,NONE
MALE,26042003,ELEMENTARY
MALE,04032008,NONE
MALE,24071971,NONE
FEMALE,24021970,NONE
MALE,01011991,NONE
MALE,02021994,NONE
FEMALE,03022005,NONE
MALE,03091964,NONE
FEMALE,14101964,NONE
FEMALE,01121993,BACHELOR
FEMALE,04052005,NONE
FEMALE,20091953,NONE
FEMALE,25051987,NONE
FEMALE,11082006,NONE
FEMALE,16072008,NONE
MALE,18052012,NONE
MALE,24061976,NONE
FEMALE,10031972,NONE
FEMALE,22122011,NONE
MALE,18041953,NONE
FEMALE,21051960,NONE
FEMALE,23021993,NONE
FEMALE,21121969,NONE
FEMALE,04081994,ELEMENTARY
MALE,28092002,ELEMENTARY
MALE,31051960,NONE
MALE,06091972,NONE
FEMALE,03081983,NONE
MALE,09081996,HIGH_SCHOOL
FEMALE,09032003,ELEMENTARY
FEMALE,22022007,NONE
FEMALE,03102008,NONE
MALE,11082011,NONE
FEMALE,21041939,NONE
FEMALE,09061924,NONE
MALE,28101958,NONE
FEMALE,23101942,NONE
FEMALE,13061965,NONE
FEMALE,11101937,NONE
FEMALE,01071962,NONE
MALE,30081982,NONE
MALE,16061980,NONE
FEMALE,10031986,NONE
MALE,13122002,ELEMENTARY
FEMALE,03112012,NONE
MALE,01021968,NONE
FEMALE,23081970,NONE
FEMALE,17041994,NONE
MALE,15081937,NONE
FEMALE,10081948,NONE
MALE,24081952,NONE
FEMALE,17031956,NONE
FEMALE,29091981,NONE
MALE,16041985,NONE
MALE,09112011,NONE
FEMALE,22061969,NONE
MALE,10111969,NONE
FEMALE,17081994,HIGH_SCHOOL
FEMALE,08121962,NONE
MALE,21071952,NONE
MALE,11111991,NONE
MALE,23061958,NONE
FEMALE,18071961,NONE
MALE,14041992,NONE
FEMALE,27021970,BACHELOR
MALE,14071995,NONE
FEMALE,29082002,ELEMENTARY
MALE,01011972,NONE
FEMALE,21031980,NONE
FEMALE,13091995,HIGH_SCHOOL
MALE,20092003,ELEMENTARY
FEMALE,21072012,NONE
MALE,04091987,NONE
FEMALE,02071975,NONE
MALE,29071993,NONE
MALE,16051994,NONE
MALE,30012000,ELEMENTARY
MALE,29122002,ELEMENTARY
MALE,06072008,NONE
MALE,10111987,NONE
MALE,99991969,NONE
MALE,10081966,NONE
FEMALE,20071969,NONE
MALE,11051991,NONE
FEMALE,17031997,HIGH_SCHOOL
FEMALE,31051947,NONE
FEMALE,25081969,NONE
MALE,23081968,NONE
FEMALE,13061971,NONE
MALE,18061997,NONE
MALE,27042004,NONE
MALE,11051973,NONE
FEMALE,27051976,NONE
FEMALE,11072003,ELEMENTARY
FEMALE,27082009,NONE
MALE,99991989,NONE
MALE,06111948,NONE
MALE,12101984,NONE
FEMALE,20011992,NONE
MALE,02031979,NONE
FEMALE,07032000,ELEMENTARY
MALE,02072003,ELEMENTARY
MALE,26121972,NONE
FEMALE,23011969,NONE
FEMALE,02051994,NONE
MALE,05071952,NONE
FEMALE,13121951,NONE
FEMALE,17031980,NONE
MALE,12072012,NONE
MALE,10061967,NONE
FEMALE,04081969,NONE
MALE,12061993,NONE
FEMALE,15051972,NONE
FEMALE,08071998,HIGH_SCHOOL
FEMALE,09051938,NONE
MALE,24111989,NONE
FEMALE,15091991,NONE
FEMALE,16061962,NONE
FEMALE,99991941,NONE
MALE,16011976,NONE
FEMALE,12071968,NONE
MALE,15061977,NONE
FEMALE,29091975,NONE
MALE,30012000,ELEMENTARY
FEMALE,17122006,NONE
MALE,06091976,NONE
FEMALE,13021978,NONE
MALE,20022004,NONE
FEMALE,15061944,NONE
FEMALE,99991943,NONE
MALE,99991971,NONE
MALE,99991974,NONE
FEMALE,99991990,NONE
FEMALE,99991954,NONE
MALE,99991974,NONE
FEMALE,99991991,NONE
MALE,13081958,NONE
FEMALE,06031960,NONE
MALE,18101991,NONE
MALE,99991981,NONE
FEMALE,99991983,NONE
FEMALE,99991994,NONE
FEMALE,99992010,NONE
MALE,99992012,NONE
MALE,99991963,NONE
MALE,99991999,ELEMENTARY
MALE,99991967,NONE
FEMALE,99991943,NONE
FEMALE,99991961,NONE
MALE,99991999,ELEMENTARY
FEMALE,99991945,NONE
MALE,99991959,NONE
FEMALE,99991975,NONE
FEMALE,99991993,NONE
FEMALE,99991993,NONE
FEMALE,99991996,NONE
FEMALE,99992001,ELEMENTARY
FEMALE,99992004,NONE
MALE,99991979,NONE
FEMALE,99991991,NONE
FEMALE,99992007,NONE
FEMALE,99991956,NONE
MALE,99991985,BACHELOR
MALE,15031985,NONE
FEMALE,08031987,NONE
MALE,99991969,NONE
FEMALE,99991983,NONE
MALE,99991993,NONE
MALE,99992000,ELEMENTARY
FEMALE,99992004,NONE
FEMALE,99991925,NONE
FEMALE,99991949,NONE
MALE,99991959,NONE
MALE,99991974,NONE
FEMALE,99991977,NONE
MALE,99991997,HIGH_SCHOOL
MALE,25051975,NONE
FEMALE,20101982,NONE
FEMALE,07102003,ELEMENTARY
FEMALE,13031938,NONE
MALE,28031959,NONE
FEMALE,28031959,NONE
FEMALE,25091991,NONE
FEMALE,28011930,NONE
MALE,06051976,NONE
FEMALE,25071975,NONE
FEMALE,17092000,ELEMENTARY
MALE,12022009,NONE
MALE,21121966,NONE
FEMALE,29021976,NONE
MALE,19012002,ELEMENTARY
MALE,27121985,NONE
FEMALE,18061981,NONE
MALE,05021949,NONE
FEMALE,28021955,NONE
MALE,14111975,NONE
FEMALE,12091982,NONE
FEMALE,26071985,HIGH_SCHOOL
MALE,18031991,NONE
FEMALE,02011979,NONE
MALE,14052000,ELEMENTARY
MALE,19051955,NONE
FEMALE,20041957,NONE
FEMALE,12091976,NONE
MALE,21121973,NONE
MALE,15081996,HIGH_SCHOOL
FEMALE,20012003,ELEMENTARY
MALE,99991989,NONE
FEMALE,16021987,NONE
FEMALE,15062013,NONE
MALE,02051972,NONE
FEMALE,28041969,NONE
MALE,17052006,NONE
MALE,17111977,NONE
FEMALE,12111978,NONE
FEMALE,17022002,ELEMENTARY
FEMALE,26072009,NONE
FEMALE,08101962,NONE
FEMALE,01041993,NONE
MALE,27011973,NONE
MALE,15072001,ELEMENTARY
FEMALE,19061956,NONE
FEMALE,25091919,NONE
FEMALE,06121966,NONE
FEMALE,27051991,NONE
MALE,21091993,NONE
MALE,25051998,ELEMENTARY
MALE,14061940,NONE
FEMALE,27071937,NONE
FEMALE,28121967,NONE
MALE,25101971,NONE
FEMALE,14121980,NONE
FEMALE,24071977,NONE
FEMALE,12121999,ELEMENTARY
MALE,15011959,NONE
FEMALE,31031967,NONE
MALE,07031991,BACHELOR
MALE,12032001,ELEMENTARY
MALE,26101977,NONE
FEMALE,03111977,NONE
FEMALE,10082006,NONE
MALE,08121933,NONE
FEMALE,15071926,NONE
FEMALE,04101953,NONE
FEMALE,15061984,NONE
MALE,09052005,NONE
MALE,03042007,NONE
MALE,25121937,NONE
FEMALE,02031936,NONE
FEMALE,05121965,NONE
MALE,28081989,NONE
MALE,10111991,NONE
FEMALE,17081993,NONE
MALE,13101999,ELEMENTARY
MALE,09031969,NONE
FEMALE,08071970,NONE
MALE,19041996,HIGH_SCHOOL
MALE,30012000,ELEMENTARY
MALE,21041946,NONE
FEMALE,15081965,NONE
MALE,05021986,NONE
FEMALE,09061988,NONE
MALE,10081984,NONE
FEMALE,07121987,NONE
MALE,10032005,NONE
MALE,18102012,NONE
MALE,03051969,NONE
FEMALE,07111957,NONE
MALE,17021987,NONE
FEMALE,30091988,NONE
FEMALE,04021951,NONE
MALE,23021959,NONE
FEMALE,25031985,NONE
MALE,08012014,NONE
MALE,11111951,NONE
FEMALE,18061951,NONE
MALE,02101970,NONE
FEMALE,15081974,NONE
FEMALE,11021954,NONE
MALE,04111985,NONE
FEMALE,18051979,NONE
FEMALE,07092007,NONE
MALE,16041969,NONE
FEMALE,15071969,NONE
FEMALE,18091995,HIGH_SCHOOL
MALE,20041932,NONE
MALE,25051979,NONE
MALE,22091969,NONE
MALE,05101966,NONE
MALE,03061937,NONE
FEMALE,29011948,NONE
MALE,03061993,NONE
MALE,10081969,NONE
FEMALE,20061971,NONE
FEMALE,04052001,ELEMENTARY
MALE,26101969,NONE
FEMALE,16041976,NONE
MALE,28101998,ELEMENTARY
MALE,22012000,ELEMENTARY
MALE,02051962,NONE
FEMALE,02121962,NONE
FEMALE,03101982,NONE
MALE,11041999,ELEMENTARY
MALE,07091962,NONE
FEMALE,24071970,NONE
FEMALE,22111992,NONE
MALE,13011948,NONE
FEMALE,02081951,NONE
FEMALE,17081978,NONE
FEMALE,24111973,NONE
MALE,06031994,BACHELOR
MALE,07051997,HIGH_SCHOOL
FEMALE,08041949,NONE
MALE,15011966,NONE
MALE,11061974,NONE
FEMALE,19121973,NONE
FEMALE,13071997,HIGH_SCHOOL
FEMALE,04062006,NONE
MALE,11081970,NONE
FEMALE,28011968,NONE
FEMALE,19022004,NONE
FEMALE,21051974,NONE
FEMALE,19041996,HIGH_SCHOOL
FEMALE,16102011,NONE
FEMALE,29111979,NONE
MALE,13081981,NONE
FEMALE,15121989,NONE
MALE,15092007,NONE
MALE,30122009,NONE
MALE,24101983,NONE
FEMALE,15021962,NONE
FEMALE,05101984,NONE
FEMALE,02011993,NONE
FEMALE,02101996,HIGH_SCHOOL
FEMALE,13041999,ELEMENTARY
MALE,13051960,NONE
FEMALE,30071974,NONE
FEMALE,22022008,NONE
FEMALE,06091925,NONE
FEMALE,14091966,NONE
MALE,07021996,HIGH_SCHOOL
FEMALE,16042003,ELEMENTARY
MALE,01041935,NONE
FEMALE,15071929,NONE
MALE,29041952,NONE
MALE,15031966,NONE
FEMALE,07051969,NONE
MALE,26021988,NONE
MALE,06012000,ELEMENTARY
FEMALE,29061934,NONE
MALE,21091995,HIGH_SCHOOL
MALE,04071950,NONE
FEMALE,02091953,NONE
MALE,11061970,NONE
MALE,30041963,NONE
MALE,13041994,NONE
FEMALE,02041996,NONE
FEMALE,22122012,NONE
FEMALE,28081968,NONE
MALE,05021998,ELEMENTARY
MALE,10111957,NONE
FEMALE,29071961,NONE
MALE,07121978,NONE
FEMALE,11041978,NONE
MALE,19052001,ELEMENTARY
FEMALE,26032003,ELEMENTARY
MALE,30041977,NONE
FEMALE,27091976,NONE
MALE,12031996,HIGH_SCHOOL
MALE,09061997,HIGH_SCHOOL
MALE,15121966,NONE
FEMALE,20081964,NONE
MALE,25081976,NONE
FEMALE,17091982,NONE
FEMALE,30121986,NONE
MALE,08032004,NONE
MALE,07042009,NONE
FEMALE,15081953,NONE
MALE,22061968,NONE
FEMALE,08101975,NONE
FEMALE,20101963,NONE
MALE,20061987,NONE
FEMALE,13091992,NONE
FEMALE,16102008,NONE
FEMALE,01072012,NONE
MALE,04101950,NONE
FEMALE,04021959,NONE
FEMALE,31101995,HIGH_SCHOOL
MALE,13121979,NONE
FEMALE,09041984,NONE
FEMALE,14091984,HIGH_SCHOOL
FEMALE,12052005,NONE
MALE,27052007,NONE
MALE,20081965,NONE
FEMALE,02081969,NONE
FEMALE,20032005,NONE
MALE,30092009,NONE
FEMALE,24041961,NONE
MALE,15021982,NONE
FEMALE,15061981,NONE
MALE,10082000,ELEMENTARY
MALE,04062002,ELEMENTARY
FEMALE,10031961,NONE
MALE,19101966,NONE
FEMALE,15111976,NONE
FEMALE,28071993,NONE
MALE,10032003,ELEMENTARY
FEMALE,12101963,NONE
MALE,25091985,NONE
FEMALE,11071989,NONE
FEMALE,21052008,NONE
FEMALE,17012011,NONE
FEMALE,03061984,NONE
MALE,22111960,NONE
FEMALE,15081974,NONE
MALE,07111998,ELEMENTARY
FEMALE,14022005,NONE
FEMALE,17011917,NONE
MALE,21121980,NONE
FEMALE,22021979,NONE
FEMALE,18022004,NONE
MALE,16012009,NONE
MALE,17011955,NONE
FEMALE,10071967,NONE
MALE,27011989,NONE
MALE,25091965,NONE
FEMALE,12121998,NONE
FEMALE,05052002,ELEMENTARY
MALE,17011973,NONE
FEMALE,06091972,NONE
FEMALE,21111930,NONE
FEMALE,02091959,NONE
MALE,01081996,NONE
FEMALE,26121957,NONE
MALE,11031955,NONE
FEMALE,10021975,NONE
FEMALE,27041995,HIGH_SCHOOL
MALE,09031997,HIGH_SCHOOL
MALE,19011998,HIGH_SCHOOL
FEMALE,24102005,NONE
FEMALE,08022012,NONE
MALE,10121955,NONE
FEMALE,18061957,NONE
FEMALE,21041985,NONE
MALE,12072006,NONE
MALE,01061934,NONE
FEMALE,13071942,NONE
FEMALE,26011973,NONE
FEMALE,11091985,NONE
MALE,18041990,NONE
MALE,05101996,ELEMENTARY
MALE,25112006,NONE
MALE,27071967,NONE
FEMALE,01081973,NONE
MALE,07021990,NONE
FEMALE,31081995,NONE
FEMALE,31081995,HIGH_SCHOOL
MALE,28101991,NONE
FEMALE,26091976,NONE
FEMALE,31051952,NONE
MALE,04081986,NONE
FEMALE,03061992,NONE
FEMALE,11102009,NONE
FEMALE,03102012,NONE
FEMALE,06121937,NONE
FEMALE,31101973,NONE
FEMALE,08021988,NONE
FEMALE,25022007,NONE
MALE,26022009,NONE
MALE,11031994,NONE
FEMALE,10121944,NONE
FEMALE,99991994,NONE
FEMALE,05081995,HIGH_SCHOOL
FEMALE,99991997,HIGH_SCHOOL
FEMALE,99991999,ELEMENTARY
MALE,13031984,NONE
FEMALE,14071983,NONE
MALE,12022005,NONE
MALE,09101961,NONE
FEMALE,17091967,NONE
MALE,10071993,NONE
MALE,08061940,NONE
FEMALE,10091942,NONE
FEMALE,16031962,NONE
MALE,02091968,NONE
FEMALE,30101949,NONE
MALE,22051937,NONE
MALE,23051999,ELEMENTARY
FEMALE,25021957,NONE
FEMALE,03031985,NONE
MALE,07051986,NONE
FEMALE,13031967,NONE
MALE,23041973,NONE
FEMALE,24051986,NONE
MALE,28071968,NONE
FEMALE,30051975,NONE
MALE,31032000,ELEMENTARY
MALE,16032007,NONE
MALE,29091960,NONE
FEMALE,05011964,NONE
MALE,23031992,NONE
MALE,09011965,NONE
FEMALE,06041966,NONE
FEMALE,29011991,BACHELOR
FEMALE,05031959,NONE
FEMALE,02091985,NONE
FEMALE,07032004,NONE
FEMALE,29011958,NONE
MALE,15051971,NONE
FEMALE,06071971,NONE
MALE,13041995,NONE
MALE,27102005,NONE
MALE,28011950,NONE
MALE,15101996,HIGH_SCHOOL
MALE,15081935,NONE
FEMALE,12061955,NONE
MALE,15061973,NONE
FEMALE,18051973,NONE
MALE,02071997,HIGH_SCHOOL
FEMALE,21031949,NONE
MALE,15111952,NONE
FEMALE,18091962,NONE
MALE,31121992,NONE
FEMALE,21081975,BACHELOR
MALE,12091995,NONE
FEMALE,30111999,HIGH_SCHOOL
MALE,09072002,ELEMENTARY
FEMALE,12121960,NONE
FEMALE,15101990,NONE
MALE,02091952,NONE
MALE,20051955,NONE
MALE,05121959,NONE
MALE,02061956,NONE
FEMALE,27071960,NONE
MALE,15031987,BACHELOR
FEMALE,01011939,NONE
MALE,08121976,NONE
MALE,24041971,NONE
FEMALE,29091972,NONE
MALE,31011998,HIGH_SCHOOL
MALE,14122003,NONE
MALE,28052009,NONE
FEMALE,12092010,NONE
MALE,27112011,NONE
MALE,29061956,NONE
FEMALE,06111958,NONE
MALE,04051975,NONE
FEMALE,27031952,NONE
MALE,23121980,NONE
FEMALE,04041983,NONE
FEMALE,18032007,NONE
MALE,23012012,NONE
MALE,12051955,NONE
FEMALE,17081963,NONE
MALE,20121961,NONE
FEMALE,07081981,NONE
FEMALE,20072007,NONE
MALE,22111939,NONE
FEMALE,01041940,NONE
MALE,27101937,NONE
FEMALE,23091947,NONE
MALE,24061923,NONE
FEMALE,05071948,NONE
MALE,26011954,NONE
MALE,12111969,NONE
FEMALE,19021991,NONE
MALE,06012008,NONE
MALE,04052009,NONE
FEMALE,26032013,NONE
FEMALE,23061958,NONE
FEMALE,29051987,NONE
MALE,10021965,NONE
FEMALE,14091985,NONE
FEMALE,18031992,NONE
MALE,18031997,HIGH_SCHOOL
FEMALE,25091984,NONE
MALE,27041992,NONE
FEMALE,30121979,NONE
MALE,15041961,NONE
FEMALE,17031957,NONE
MALE,08051966,NONE
FEMALE,25071950,NONE
MALE,27061974,NONE
MALE,21121959,NONE
MALE,06051927,NONE
FEMALE,28081951,NONE
FEMALE,26051963,NONE
FEMALE,04041976,NONE
MALE,27092000,HIGH_SCHOOL
MALE,23041981,NONE
FEMALE,16111992,NONE
FEMALE,25112012,NONE
FEMALE,17091953,NONE
FEMALE,28081933,NONE
FEMALE,12101953,NONE
MALE,03011935,NONE
FEMALE,19101935,NONE
MALE,06041946,NONE
FEMALE,23121953,NONE
MALE,12051978,NONE
MALE,22041991,NONE
FEMALE,18031991,NONE
MALE,03061978,NONE
FEMALE,03051973,NONE
MALE,03072001,ELEMENTARY
MALE,15021988,NONE
MALE,20011978,NONE
FEMALE,04041978,NONE
MALE,02092000,ELEMENTARY
FEMALE,07021968,NONE
FEMALE,02012002,ELEMENTARY
FEMALE,03061966,NONE
MALE,24091991,BACHELOR
MALE,02061972,NONE
FEMALE,12081975,NONE
FEMALE,11081995,ELEMENTARY
FEMALE,23081999,ELEMENTARY
MALE,18012001,ELEMENTARY
MALE,04022006,NONE
FEMALE,10062013,NONE
FEMALE,02081937,NONE
MALE,09071937,NONE
FEMALE,24121942,NONE
MALE,04122002,ELEMENTARY
MALE,07072010,NONE
MALE,03041983,NONE
FEMALE,26101987,NONE
FEMALE,13012011,NONE
FEMALE,08042013,NONE
FEMALE,02041932,NONE
MALE,29071969,NONE
FEMALE,25111983,NONE
FEMALE,01072001,ELEMENTARY
FEMALE,10122003,NONE
FEMALE,14021946,NONE
FEMALE,27081942,NONE
MALE,19031949,NONE
FEMALE,15011974,NONE
MALE,02122010,NONE
FEMALE,10081961,NONE
MALE,26111983,BACHELOR
MALE,03061942,NONE
FEMALE,02091979,NONE
FEMALE,04031968,NONE
FEMALE,02091973,NONE
FEMALE,04052003,ELEMENTARY
MALE,09011984,NONE
MALE,15121963,NONE
FEMALE,26061962,NONE
MALE,17101991,NONE
FEMALE,03042010,NONE
MALE,20051967,NONE
MALE,04041962,NONE
FEMALE,09081976,NONE
MALE,31031976,NONE
FEMALE,03031970,NONE
MALE,07071995,HIGH_SCHOOL
MALE,03111962,NONE
MALE,30011989,NONE
MALE,18011964,NONE
MALE,19051965,NONE
MALE,09081966,NONE
MALE,18081960,NONE
MALE,17031989,NONE
MALE,25071989,NONE
FEMALE,22031980,NONE
MALE,21091971,NONE
FEMALE,17091999,GED_ELEMENTARY
MALE,21122004,NONE
MALE,01021989,NONE
FEMALE,28021989,NONE
MALE,16072011,NONE
FEMALE,25011979,GED_ELEMENTARY
MALE,09011997,NONE
MALE,13092002,ELEMENTARY
FEMALE,16041982,NONE
MALE,14061981,NONE
MALE,05072001,ELEMENTARY
MALE,01062004,NONE
MALE,01062004,NONE
FEMALE,17112010,NONE
MALE,12051955,NONE
FEMALE,26021956,NONE
FEMALE,26121979,NONE
FEMALE,03041981,NONE
MALE,16041998,ELEMENTARY
MALE,05031971,NONE
FEMALE,23041972,NONE
MALE,02101999,GED_ELEMENTARY
FEMALE,26031986,NONE
FEMALE,25051987,NONE
MALE,18041985,NONE
MALE,07062011,NONE
FEMALE,10071979,NONE
FEMALE,29042003,ELEMENTARY
FEMALE,25092010,NONE
FEMALE,20111981,NONE
FEMALE,16091983,NONE
MALE,17022000,ELEMENTARY
FEMALE,04121980,NONE
FEMALE,18071954,NONE
MALE,18021986,NONE
FEMALE,05051987,BACHELOR
FEMALE,24121940,NONE
MALE,06101935,NONE
MALE,02091978,NONE
FEMALE,17071975,NONE
MALE,11121968,NONE
FEMALE,25021967,NONE
MALE,10111995,HIGH_SCHOOL
FEMALE,22091998,ELEMENTARY
FEMALE,13031928,NONE
MALE,05081960,NONE
MALE,03031931,NONE
FEMALE,05011934,NONE
FEMALE,29061943,NONE
FEMALE,26041932,NONE
FEMALE,20111946,NONE
FEMALE,07101925,NONE
FEMALE,19041952,NONE
FEMALE,12051920,NONE
MALE,14101961,NONE
FEMALE,04091968,NONE
FEMALE,11081988,BACHELOR
FEMALE,14011991,BACHELOR
MALE,26081972,NONE
FEMALE,14011982,NONE
FEMALE,20042012,NONE
MALE,12081947,NONE
FEMALE,02121954,NONE
MALE,06021987,BACHELOR
FEMALE,12061978,NONE
MALE,06042011,NONE
MALE,30011956,NONE
FEMALE,27041959,NONE
FEMALE,21101978,NONE
FEMALE,27051991,BACHELOR
MALE,08101988,NONE
FEMALE,10091940,NONE
MALE,01071932,NONE
FEMALE,01011947,NONE
MALE,12112001,ELEMENTARY
FEMALE,05081957,NONE
FEMALE,20091990,BACHELOR
FEMALE,99991985,BACHELOR
MALE,24051971,NONE
